239
0.000000,0.000000,0.000000,0.000000,0.000000
0.152537,0.000036,0.027156,0.088028,2.724312
0.304374,0.000144,0.054486,0.124347,2.742912
0.455512,0.000324,0.082014,0.152118,2.762808
0.605952,0.000576,0.109742,0.175449,2.782903
0.755696,0.000899,0.137672,0.195932,2.803200
0.904746,0.001293,0.165806,0.214385,2.823701
1.053102,0.001759,0.194146,0.231296,2.844408
1.200765,0.002296,0.222695,0.246980,2.865325
1.347739,0.002904,0.251453,0.261659,2.886454
1.494023,0.003583,0.280424,0.275493,2.907798
1.639619,0.004333,0.309609,0.288605,2.929360
1.784530,0.005153,0.339011,0.301089,2.951142
1.928755,0.006043,0.368632,0.313020,2.973148
2.072296,0.007004,0.398474,0.324459,2.995380
2.215156,0.008035,0.428539,0.335456,3.017841
2.357334,0.009136,0.458831,0.346055,3.040535
2.498834,0.010307,0.489350,0.356290,3.063464
2.639655,0.011547,0.520100,0.366192,3.086632
2.779800,0.012857,0.551083,0.375787,3.110042
2.919270,0.014236,0.582301,0.385099,3.133697
3.058066,0.015685,0.613757,0.394148,3.157600
3.196190,0.017203,0.645453,0.402951,3.181755
3.333642,0.018789,0.677392,0.411525,3.206165
3.470426,0.020445,0.709576,0.419883,3.230833
3.606541,0.022169,0.742008,0.428039,3.255763
3.741990,0.023962,0.774691,0.436003,3.280959
3.876773,0.025823,0.807628,0.443786,3.306425
4.010892,0.027752,0.840820,0.451398,3.332163
4.144349,0.029750,0.874271,0.458847,3.358178
4.277145,0.031815,0.907983,0.466141,3.384473
4.409281,0.033948,0.941960,0.473287,3.411053
4.540759,0.036149,0.976204,0.480292,3.437921
4.671581,0.038417,1.010719,0.487163,3.465081
4.801746,0.040753,1.045506,0.493904,3.492538
4.931258,0.043156,1.080569,0.500521,3.520295
5.060117,0.045626,1.115912,0.507019,3.548357
5.188325,0.048163,1.151537,0.513403,3.576729
5.315882,0.050767,1.187447,0.519677,3.605413
5.442792,0.053438,1.223645,0.525844,3.634416
5.569054,0.056175,1.260135,0.531910,3.663741
5.694671,0.058978,1.296920,0.537876,3.693392
5.819644,0.061848,1.334003,0.543747,3.723376
5.943974,0.064783,1.371387,0.549526,3.753696
6.067662,0.067785,1.409077,0.555215,3.784357
6.190711,0.070852,1.447074,0.560818,3.815364
6.313121,0.073985,1.485384,0.566337,3.846723
6.434893,0.077184,1.524009,0.571774,3.878437
6.556030,0.080448,1.562953,0.577132,3.910514
6.676533,0.083777,1.602219,0.582413,3.942957
6.796402,0.087171,1.641812,0.587620,3.975772
6.915641,0.090630,1.681734,0.592754,4.008964
7.034248,0.094154,1.721991,0.597817,4.042540
7.152228,0.097743,1.762585,0.602811,4.076505
7.269579,0.101396,1.803521,0.607738,4.110865
7.386305,0.105113,1.844803,0.612600,4.145624
7.502406,0.108895,1.886434,0.617397,4.180791
7.617885,0.112740,1.928418,0.622132,4.216370
7.732741,0.116650,1.970761,0.626807,4.252367
7.846977,0.120623,2.013466,0.631422,4.288790
7.960594,0.124660,2.056537,0.635979,4.325644
8.073594,0.128760,2.099979,0.640479,4.362937
8.185978,0.132924,2.143796,0.644923,4.400674
8.297746,0.137151,2.187992,0.649314,4.438862
8.408902,0.141441,2.232573,0.653651,4.477510
8.519446,0.145794,2.277542,0.657935,5.089549
8.629379,0.150209,2.334364,0.662169,7.456836
8.847420,0.159228,2.426679,0.670488,10.489449
9.169937,0.173224,2.544153,0.682608,11.879211
9.381936,0.182864,2.664263,0.690459,12.775977
9.695443,0.197785,2.799672,0.701910,13.696918
10.003596,0.213258,2.938202,0.712988,13.382462
10.206074,0.223876,3.067322,0.720175,13.739317
10.505385,0.240257,3.212988,0.730671,15.435534
10.799442,0.257178,3.376032,0.740839,16.537484
11.088283,0.274635,3.543738,0.750695,17.753425
11.371946,0.292625,3.731101,0.760251,19.778720
11.742173,0.317432,3.939312,0.772549,20.388776
12.013901,0.336649,4.138876,0.781453,20.304168
12.280576,0.356385,4.345395,0.790097,22.665313
12.628351,0.383500,4.592183,0.801233,26.012420
12.967303,0.411523,4.865644,0.811943,27.919733
13.297520,0.440443,5.150577,0.822248,29.100634
13.619094,0.470252,5.447656,0.832164,30.351444
13.932114,0.500940,5.757606,0.841709,32.734318
14.236670,0.532498,6.102343,0.850899,36.362158
14.605600,0.573155,6.484849,0.861907,39.236320
14.891441,0.606637,6.887069,0.870347,42.518732
15.237262,0.649670,7.335224,0.880459,48.660551
15.570490,0.693997,7.860280,0.890104,56.956866
15.953988,0.748873,8.474361,0.901091,65.079112
16.319910,0.805556,9.161862,0.911469,71.434602
16.668558,0.864015,9.903053,0.921268,78.900795
17.000236,0.924217,10.739878,0.930515,91.117144
17.366151,0.996617,11.725396,0.940642,107.549198
17.709863,1.071300,12.890862,0.950093,130.086382
18.076107,1.159382,14.327124,0.960111,163.487291
18.455116,1.261869,16.160608,0.970442,206.311303
18.836438,1.379834,18.453350,0.980835,260.369353
19.177225,1.501966,21.367995,0.990166,348.267178
19.534641,1.653822,25.418693,1.000000,506.806285
19.883649,1.837975,31.504121,1.000000,784.822653
20.214333,2.071160,41.115146,1.000000,1235.400077
20.481465,2.358028,56.212122,1.000000,1791.549913
20.639635,2.703246,76.946145,1.000000,2100.521574
20.649839,3.095107,98.222554,1.000000,1857.344287
20.528801,3.469027,114.093030,1.000000,1285.928552
20.324057,3.820118,123.941125,1.000000,793.120318
20.087162,4.127366,129.955437,1.000000,495.984623
19.819191,4.422091,133.860817,1.000000,328.763405
19.534032,4.702867,136.530705,1.000000,224.909203
19.242902,4.968540,138.359001,1.000000,153.792362
18.954686,5.218198,139.606552,1.000000,104.129751
18.654491,5.469086,140.441596,1.000000,66.610599
18.346172,5.720810,140.938764,1.000000,34.224464
18.033584,5.972973,141.126086,1.000000,4.148246
17.742872,6.207171,141.021729,1.000000,-25.469236
17.432940,6.459060,140.616701,1.000000,-58.029544
17.130030,6.710228,139.861138,1.000000,-95.612667
16.817657,6.978085,138.704448,1.000000,-140.762695
16.541558,7.226497,137.045884,1.000000,-202.346719
16.249339,7.507999,134.657513,1.000000,-293.166275
15.987515,7.786376,131.182559,1.000000,-439.415524
15.736458,8.095079,125.869203,1.000000,-691.142364
15.521130,8.431542,117.359711,1.000000,-1110.206452
15.374606,8.792365,103.665074,1.000000,-1684.539683
15.339759,9.173141,83.668918,1.000000,-2098.323918
15.462524,9.553431,61.698595,1.000000,-1957.774261
15.706915,9.858353,44.513433,1.000000,-1403.176308
16.029574,10.108080,33.635069,1.000000,-882.244985
16.358322,10.294315,26.868533,1.000000,-566.254438
16.728233,10.460603,22.309981,1.000000,-391.478682
17.092207,10.596068,19.038959,1.000000,-285.404218
17.465310,10.714878,16.601896,1.000000,-218.638113
17.836681,10.818150,14.666197,1.000000,-176.825967
18.242820,10.917848,13.065377,1.000000,-145.042783
18.633849,11.003383,11.765341,1.000000,-117.940810
18.999764,11.075783,10.706561,1.000000,-99.367795
19.388363,11.145851,9.777985,1.000000,-87.474543
19.800130,11.213537,8.957070,1.000000,-76.088617
20.171877,11.269621,8.256213,1.000000,-66.235425
20.561302,11.323888,7.632361,1.000000,-60.257574
20.968708,11.376306,7.051062,1.000000,-55.134842
21.394400,11.426845,6.529664,1.000000,-48.446025
21.763330,11.467502,6.082141,1.000000,-42.496340
22.145344,11.506814,5.679738,1.000000,-39.189047
22.540618,11.544763,5.298360,1.000000,-36.298149
22.949328,11.581331,4.953775,1.000000,-32.770789
23.286087,11.609579,4.642944,1.000000,-30.389539
23.719424,11.643615,4.345984,1.000000,-29.044170
24.076112,11.669814,4.062061,1.000000,-27.779531
24.534644,11.701261,3.790393,1.000000,-25.894634
24.911717,11.725365,3.544168,1.000000,-23.440470
25.297995,11.748522,3.321584,1.000000,-21.849335
25.693569,11.770724,3.107182,1.000000,-21.051572
26.098529,11.791961,2.900552,1.000000,-19.690793
26.512964,11.812224,2.713366,1.000000,-17.805537
26.830063,11.826776,2.544442,1.000000,-17.200498
27.261297,11.845312,2.369356,1.000000,-17.242394
