194
0.000000,0.000000,0.000000,0.000000,0.000000
0.076323,0.000036,0.054216,0.062267,5.432142
0.152403,0.000144,0.108643,0.087989,5.454574
0.228242,0.000324,0.163307,0.107679,5.478362
0.303840,0.000576,0.218210,0.124238,5.502261
0.379196,0.000899,0.273352,0.138792,5.526274
0.454313,0.001293,0.328736,0.151918,5.550399
0.529190,0.001759,0.384360,0.163960,5.574638
0.603827,0.002296,0.440228,0.175142,5.598991
0.678226,0.002904,0.496340,0.185619,5.623458
0.752386,0.003583,0.552697,0.195504,5.648039
0.826309,0.004333,0.609301,0.204884,5.672736
0.899994,0.005153,0.666152,0.213824,5.697547
0.973442,0.006043,0.723252,0.222378,5.722474
1.046654,0.007004,0.780602,0.230590,5.747517
1.119630,0.008035,0.838202,0.238494,5.772677
1.192371,0.009136,0.896055,0.246120,5.797953
1.264877,0.010307,0.954161,0.253493,5.823346
1.337148,0.011547,1.012522,0.260635,5.848856
1.409185,0.012857,1.071139,0.267564,5.874484
1.480989,0.014236,1.130012,0.274297,5.900230
1.552560,0.015685,1.189143,0.280848,5.926094
1.623899,0.017203,1.248534,0.287229,5.952077
1.695005,0.018789,1.308185,0.293451,5.978179
1.765880,0.020445,1.368097,0.299524,6.004399
1.836524,0.022169,1.428273,0.305458,6.030740
1.906937,0.023962,1.488712,0.311260,6.057200
1.977121,0.025823,1.549417,0.316937,6.083780
2.047074,0.027752,1.610388,0.322497,6.110481
2.116799,0.029750,1.671626,0.327945,6.137303
2.186295,0.031815,1.733134,0.333286,6.164245
2.255563,0.033948,1.794911,0.338527,6.191308
2.324603,0.036149,1.856960,0.343670,6.218493
2.393416,0.038417,1.919281,0.348722,6.245800
2.462003,0.040753,1.981876,0.353685,6.273229
2.530363,0.043156,2.044746,0.358564,7.094007
2.598498,0.045626,2.123756,0.363361,9.517924
2.734092,0.050767,2.235104,0.372726,11.979649
2.868789,0.056175,2.363349,0.381802,13.696789
3.002594,0.061848,2.509040,0.390610,15.459557
3.201634,0.070852,2.672540,0.403358,16.440053
3.333223,0.077184,2.837841,0.411570,16.621128
3.528958,0.087171,3.004963,0.423493,16.804151
3.658356,0.094154,3.173924,0.431195,17.852746
3.850822,0.105113,3.362018,0.442405,18.914440
4.041345,0.116650,3.552213,0.453232,18.258798
4.167287,0.124660,3.727194,0.460250,18.488556
4.354600,0.137151,3.921984,0.470496,20.493753
4.540004,0.150209,4.137069,0.480425,22.569793
4.723512,0.163831,4.373380,0.490057,24.722857
4.965264,0.182864,4.631526,0.502469,25.064478
5.144400,0.197785,4.874669,0.511475,24.497897
5.321684,0.213258,5.121484,0.520237,26.797931
5.555205,0.234737,5.410628,0.531564,29.137573
5.785488,0.257178,5.704235,0.542507,28.603967
5.956095,0.274635,5.982707,0.550478,29.082836
6.180787,0.298739,6.285892,0.560808,31.592563
6.402326,0.323780,6.614559,0.570816,34.211368
6.620745,0.349749,6.970119,0.580522,36.947017
6.889426,0.383500,7.353499,0.592251,37.603068
7.100935,0.411523,7.722181,0.601332,37.215787
